Num	Sample	Cell_Subtype	Cell_Type
611	PT081_P3_F08_S260	epithelial	Epithelial
612	PT081_P3_F09_S261	epithelial	Epithelial
613	PT081_P3_F11_S263	epithelial	Epithelial
614	PT081_P3_F12_S264	epithelial	Epithelial
615	PT081_P3_G01_S265	epithelial	Epithelial
616	PT081_P3_G03_S267	epithelial	Epithelial
617	PT081_P3_G04_S268	epithelial	Epithelial
618	PT081_P3_H02_S278	epithelial	Epithelial
619	PT081_P3_H03_S279	epithelial	Epithelial
620	PT081_P3_H04_S280	epithelial	Epithelial
621	PT081_P3_H05_S281	epithelial	Epithelial
622	PT081_P3_H07_S283	epithelial	Epithelial
623	PT081_P3_H09_S285	epithelial	Epithelial
624	PT081_P3_H11_S287	epithelial	Epithelial
625	PT081_P5_A02_S98	epithelial	Epithelial
626	PT081_P5_A03_S99	epithelial	Epithelial
627	PT081_P5_A04_S100	epithelial	Epithelial
628	PT081_P5_A05_S101	epithelial	Epithelial
629	PT081_P5_A06_S102	epithelial	Epithelial
630	PT081_P5_A07_S103	epithelial	Epithelial
631	PT081_P5_A08_S104	epithelial	Epithelial
632	PT081_P5_A09_S105	epithelial	Epithelial
633	PT081_P5_A10_S106	epithelial	Epithelial
634	PT081_P5_A11_S107	epithelial	Epithelial
635	PT081_P5_A12_S108	epithelial	Epithelial
636	PT081_P5_B01_S109	epithelial	Epithelial
637	PT081_P5_B02_S110	epithelial	Epithelial
638	PT081_P5_B03_S111	epithelial	Epithelial
639	PT081_P5_B04_S112	epithelial	Epithelial
640	PT081_P5_B05_S113	epithelial	Epithelial
641	PT081_P5_B06_S114	epithelial	Epithelial
642	PT081_P5_B08_S116	epithelial	Epithelial
643	PT081_P5_B09_S117	epithelial	Epithelial
644	PT081_P5_B10_S118	epithelial	Epithelial
645	PT081_P5_B11_S119	epithelial	Epithelial
646	PT081_P5_B12_S120	epithelial	Epithelial
647	PT081_P5_C01_S121	epithelial	Epithelial
648	PT081_P5_C02_S122	epithelial	Epithelial
649	PT081_P5_C03_S123	epithelial	Epithelial
650	PT081_P5_C04_S124	epithelial	Epithelial
651	PT081_P5_C05_S125	epithelial	Epithelial
652	PT081_P5_C06_S126	epithelial	Epithelial
653	PT081_P5_C07_S127	epithelial	Epithelial
654	PT081_P5_C08_S128	epithelial	Epithelial
655	PT081_P5_C09_S129	epithelial	Epithelial
656	PT081_P5_C10_S130	epithelial	Epithelial
657	PT081_P5_C11_S131	epithelial	Epithelial
658	PT081_P5_D01_S133	epithelial	Epithelial
659	PT081_P5_D02_S134	epithelial	Epithelial
660	PT081_P5_D03_S135	epithelial	Epithelial
661	PT081_P5_D05_S137	epithelial	Epithelial
662	PT081_P5_D07_S139	epithelial	Epithelial
663	PT081_P5_D09_S141	epithelial	Epithelial
664	PT081_P5_D10_S142	epithelial	Epithelial
665	PT081_P5_D11_S143	epithelial	Epithelial
666	PT081_P5_D12_S144	epithelial	Epithelial
667	PT081_P5_E02_S146	epithelial	Epithelial
668	PT081_P5_E03_S147	epithelial	Epithelial
669	PT081_P5_E04_S148	epithelial	Epithelial
670	PT081_P5_E05_S149	epithelial	Epithelial
671	PT081_P5_E06_S150	stroma	Stroma
672	PT081_P5_E08_S152	epithelial	Epithelial
673	PT081_P5_E09_S153	epithelial	Epithelial
674	PT081_P5_E12_S156	epithelial	Epithelial
675	PT081_P5_F01_S157	epithelial	Epithelial
676	PT081_P5_F02_S158	epithelial	Epithelial
677	PT081_P5_F03_S159	epithelial	Epithelial
678	PT081_P5_F04_S160	epithelial	Epithelial
679	PT081_P5_F05_S161	epithelial	Epithelial
680	PT081_P5_F06_S162	epithelial	Epithelial
681	PT081_P5_F08_S164	epithelial	Epithelial
682	PT081_P5_F09_S165	epithelial	Epithelial
683	PT081_P5_F10_S166	epithelial	Epithelial
684	PT081_P5_F11_S167	epithelial	Epithelial
685	PT081_P5_F12_S168	epithelial	Epithelial
686	PT081_P5_G01_S169	epithelial	Epithelial
687	PT081_P5_G02_S170	epithelial	Epithelial
688	PT081_P5_G03_S171	epithelial	Epithelial
689	PT081_P5_G04_S172	epithelial	Epithelial
690	PT081_P5_G05_S173	epithelial	Epithelial
691	PT081_P5_G06_S174	epithelial	Epithelial
692	PT081_P5_G08_S176	epithelial	Epithelial
693	PT081_P5_G09_S177	epithelial	Epithelial
694	PT081_P5_G11_S179	epithelial	Epithelial
695	PT081_P5_H01_S181	epithelial	Epithelial
696	PT081_P5_H02_S182	epithelial	Epithelial
697	PT081_P5_H03_S183	epithelial	Epithelial
698	PT081_P5_H04_S184	epithelial	Epithelial
699	PT081_P5_H05_S185	epithelial	Epithelial
700	PT081_P5_H06_S186	epithelial	Epithelial
701	PT081_P5_H07_S187	epithelial	Epithelial
702	PT081_P5_H08_S188	epithelial	Epithelial
703	PT081_P5_H09_S189	epithelial	Epithelial
704	PT081_P5_H11_S191	epithelial	Epithelial
705	PT084_P11_A05_S293	epithelial	Epithelial
706	PT084_P11_A06_S294	epithelial	Epithelial
707	PT084_P11_A07_S295	epithelial	Epithelial
708	PT084_P11_A09_S297	epithelial	Epithelial
709	PT084_P11_A11_S299	Bcell	Immune
710	PT084_P11_A12_S300	Tcell	Immune
711	PT084_P11_B02_S302	epithelial	Epithelial
712	PT084_P11_B03_S303	Tcell	Immune
713	PT084_P11_B07_S307	Bcell	Immune
714	PT084_P11_B08_S308	Tcell	Immune
715	PT084_P11_B09_S309	Tcell	Immune
716	PT084_P11_B11_S311	Bcell	Immune
717	PT084_P11_B12_S312	Bcell	Immune
718	PT084_P11_C01_S313	Bcell	Immune
719	PT084_P11_C02_S314	macrophage	Immune
720	PT084_P11_C03_S315	epithelial	Epithelial
721	PT084_P11_C04_S316	macrophage	Immune
722	PT084_P11_C05_S317	Tcell	Immune
723	PT084_P11_C06_S318	Tcell	Immune
724	PT084_P11_C07_S319	Tcell	Immune
725	PT084_P11_C08_S320	macrophage	Immune
726	PT084_P11_C09_S321	Tcell	Immune
727	PT084_P11_C10_S322	Tcell	Immune
728	PT084_P11_C11_S323	Tcell	Immune
729	PT084_P11_D03_S327	Tcell	Immune
730	PT084_P11_D05_S329	Tcell	Immune
731	PT084_P11_D06_S330	Bcell	Immune
732	PT084_P11_D07_S331	Tcell	Immune
733	PT084_P11_D08_S332	Tcell	Immune
734	PT084_P11_D09_S333	macrophage	Immune
735	PT084_P11_D11_S335	Tcell	Immune
736	PT084_P11_D12_S336	Tcell	Immune
737	PT084_P11_E01_S337	Tcell	Immune
738	PT084_P11_E03_S339	epithelial	Epithelial
739	PT084_P11_E04_S340	Tcell	Immune
740	PT084_P11_E05_S341	Bcell	Immune
741	PT084_P11_E06_S342	Tcell	Immune
742	PT084_P11_E07_S343	Tcell	Immune
743	PT084_P11_E08_S344	Tcell	Immune
744	PT084_P11_E09_S345	Tcell	Immune
745	PT084_P11_E10_S346	macrophage	Immune
746	PT084_P11_E11_S347	macrophage	Immune
747	PT084_P11_E12_S348	Tcell	Immune
748	PT084_P11_F01_S349	Tcell	Immune
749	PT084_P11_F02_S350	Bcell	Immune
750	PT084_P11_F03_S351	Tcell	Immune
751	PT084_P11_F05_S353	epithelial	Epithelial
752	PT084_P11_F08_S356	Tcell	Immune
753	PT084_P11_F11_S359	Tcell	Immune
754	PT084_P11_F12_S360	macrophage	Immune
755	PT084_P11_G01_S361	Tcell	Immune
756	PT084_P11_G03_S363	Bcell	Immune
757	PT084_P11_G04_S364	epithelial	Epithelial
758	PT084_P11_G05_S365	macrophage	Immune
759	PT084_P11_G07_S367	Tcell	Immune
760	PT084_P11_G11_S371	epithelial	Epithelial
761	PT084_P11_H01_S373	Bcell	Immune
762	PT084_P11_H02_S374	Bcell	Immune
763	PT084_P11_H03_S375	macrophage	Immune
764	PT084_P11_H06_S378	Tcell	Immune
765	PT084_P11_H07_S379	macrophage	Immune
766	PT084_P11_H08_S380	Tcell	Immune
767	PT084_P11_H09_S381	Tcell	Immune
768	PT084_P11_H10_S382	Tcell	Immune
769	PT084_P11_H11_S383	Tcell	Immune
770	PT084_P1_D11	epithelial	Epithelial
771	PT084_P1_D12	epithelial	Epithelial
772	PT084_P1_E01	epithelial	Epithelial
773	PT084_P1_E02	epithelial	Epithelial
774	PT084_P1_E03	stroma	Stroma
775	PT084_P1_E04	epithelial	Epithelial
776	PT084_P1_E05	stroma	Stroma
777	PT084_P8_A02_S194	epithelial	Epithelial
778	PT084_P8_A05_S197	epithelial	Epithelial
779	PT084_P8_A06_S198	epithelial	Epithelial
780	PT084_P8_A07_S199	epithelial	Epithelial
781	PT084_P8_A08_S200	stroma	Stroma
782	PT084_P8_A10_S202	epithelial	Epithelial
783	PT084_P8_A11_S203	epithelial	Epithelial
784	PT084_P8_A12_S204	epithelial	Epithelial
785	PT084_P8_B01_S205	stroma	Stroma
786	PT084_P8_B02_S206	epithelial	Epithelial
787	PT084_P8_B03_S207	stroma	Stroma
788	PT084_P8_B04_S208	epithelial	Epithelial
789	PT084_P8_B05_S209	epithelial	Epithelial
790	PT084_P8_B06_S210	epithelial	Epithelial
791	PT084_P8_B07_S211	epithelial	Epithelial
792	PT084_P8_B08_S212	endothelial	Endothelial
793	PT084_P8_B10_S214	epithelial	Epithelial
794	PT084_P8_B11_S215	epithelial	Epithelial
795	PT084_P8_B12_S216	endothelial	Endothelial
796	PT084_P8_C01_S217	stroma	Stroma
797	PT084_P8_C02_S218	epithelial	Epithelial
798	PT084_P8_C03_S219	epithelial	Epithelial
799	PT084_P8_C04_S220	epithelial	Epithelial
800	PT084_P8_C05_S221	epithelial	Epithelial
801	PT084_P8_C06_S222	epithelial	Epithelial
802	PT084_P8_C07_S223	stroma	Stroma
803	PT084_P8_C08_S224	epithelial	Epithelial
804	PT084_P8_C09_S225	epithelial	Epithelial
805	PT084_P8_C10_S226	epithelial	Epithelial
806	PT084_P8_C11_S227	epithelial	Epithelial
807	PT084_P8_C12_S228	epithelial	Epithelial
808	PT084_P8_D01_S229	epithelial	Epithelial
809	PT084_P8_D02_S230	stroma	Stroma
810	PT084_P8_D03_S231	epithelial	Epithelial
811	PT084_P8_D05_S233	epithelial	Epithelial
812	PT084_P8_D06_S234	epithelial	Epithelial
813	PT084_P8_D07_S235	epithelial	Epithelial
814	PT084_P8_D08_S236	epithelial	Epithelial
815	PT084_P8_D10_S238	endothelial	Endothelial
816	PT084_P8_D11_S239	stroma	Stroma
817	PT084_P8_D12_S240	epithelial	Epithelial
818	PT084_P8_E01_S241	endothelial	Endothelial
819	PT084_P8_E02_S242	epithelial	Epithelial
820	PT084_P8_E03_S243	epithelial	Epithelial
821	PT084_P8_E04_S244	epithelial	Epithelial
822	PT084_P8_E05_S245	epithelial	Epithelial
823	PT084_P8_E06_S246	stroma	Stroma
824	PT084_P8_E07_S247	endothelial	Endothelial
825	PT084_P8_E08_S248	epithelial	Epithelial
826	PT084_P8_E09_S249	epithelial	Epithelial
827	PT084_P8_E10_S250	epithelial	Epithelial
828	PT084_P8_E11_S251	epithelial	Epithelial
829	PT084_P8_E12_S252	epithelial	Epithelial
830	PT084_P8_F01_S253	epithelial	Epithelial
831	PT084_P8_F02_S254	epithelial	Epithelial
832	PT084_P8_F05_S257	stroma	Stroma
833	PT084_P8_F06_S258	stroma	Stroma
834	PT084_P8_F07_S259	epithelial	Epithelial
835	PT084_P8_F08_S260	epithelial	Epithelial
836	PT084_P8_F09_S261	endothelial	Endothelial
837	PT084_P8_F10_S262	epithelial	Epithelial
838	PT084_P8_F11_S263	stroma	Stroma
839	PT084_P8_G01_S265	stroma	Stroma
840	PT084_P8_G02_S266	epithelial	Epithelial
841	PT084_P8_G03_S267	epithelial	Epithelial
842	PT084_P8_G05_S269	epithelial	Epithelial
843	PT084_P8_G06_S270	epithelial	Epithelial
844	PT084_P8_G07_S271	stroma	Stroma
845	PT084_P8_G09_S273	epithelial	Epithelial
846	PT084_P8_G10_S274	endothelial	Endothelial
847	PT084_P8_G11_S275	epithelial	Epithelial
848	PT084_P8_G12_S276	epithelial	Epithelial
849	PT084_P8_H01_S277	epithelial	Epithelial
850	PT084_P8_H02_S278	epithelial	Epithelial
851	PT084_P8_H03_S279	stroma	Stroma
852	PT084_P8_H04_S280	stroma	Stroma
853	PT084_P8_H05_S281	epithelial	Epithelial
854	PT084_P8_H06_S282	epithelial	Epithelial
855	PT084_P8_H07_S283	endothelial	Endothelial
856	PT084_P8_H08_S284	stroma	Stroma
857	PT084_P8_H11_S287	epithelial	Epithelial
858	PT126_P3_A01_S1	epithelial	Epithelial
859	PT126_P3_A02_S2	epithelial	Epithelial
860	PT126_P3_A03_S3	stroma	Stroma
861	PT126_P3_A04_S4	epithelial	Epithelial
862	PT126_P3_A05_S5	epithelial	Epithelial
863	PT126_P3_A06_S6	endothelial	Endothelial
864	PT126_P3_A07_S7	epithelial	Epithelial
865	PT126_P3_A08_S8	epithelial	Epithelial
866	PT126_P3_A09_S9	epithelial	Epithelial
867	PT126_P3_A10_S10	epithelial	Epithelial
868	PT126_P3_A11_S11	epithelial	Epithelial
869	PT126_P3_A12_S12	epithelial	Epithelial
870	PT126_P3_B01_S13	epithelial	Epithelial
871	PT126_P3_B02_S14	epithelial	Epithelial
872	PT126_P3_B04_S16	epithelial	Epithelial
873	PT126_P3_B05_S17	epithelial	Epithelial
874	PT126_P3_B06_S18	epithelial	Epithelial
875	PT126_P3_B07_S19	epithelial	Epithelial
876	PT126_P3_B09_S21	epithelial	Epithelial
877	PT126_P3_B10_S22	epithelial	Epithelial
878	PT126_P3_B11_S23	epithelial	Epithelial
879	PT126_P3_B12_S24	epithelial	Epithelial
880	PT126_P3_C01_S25	epithelial	Epithelial
881	PT126_P3_C02_S26	epithelial	Epithelial
882	PT126_P3_C03_S27	epithelial	Epithelial
883	PT126_P3_C04_S28	epithelial	Epithelial
884	PT126_P3_C05_S29	epithelial	Epithelial
885	PT126_P3_C06_S30	endothelial	Endothelial
886	PT126_P3_C07_S31	epithelial	Epithelial
887	PT126_P3_C08_S32	epithelial	Epithelial
888	PT126_P3_C09_S33	epithelial	Epithelial
889	PT126_P3_C10_S34	epithelial	Epithelial
890	PT126_P3_C11_S35	epithelial	Epithelial
891	PT126_P3_C12_S36	epithelial	Epithelial
892	PT126_P3_D01_S37	epithelial	Epithelial
893	PT126_P3_D02_S38	stroma	Stroma
894	PT126_P3_D04_S40	epithelial	Epithelial
895	PT126_P3_D05_S41	epithelial	Epithelial
896	PT126_P3_D06_S42	epithelial	Epithelial
897	PT126_P3_D08_S44	epithelial	Epithelial
898	PT126_P3_D09_S45	epithelial	Epithelial
899	PT126_P3_D10_S46	epithelial	Epithelial
900	PT126_P3_D11_S47	epithelial	Epithelial
901	PT126_P3_D12_S48	epithelial	Epithelial
902	PT126_P3_E01_S49	epithelial	Epithelial
903	PT126_P3_E02_S50	epithelial	Epithelial
904	PT126_P3_E03_S51	epithelial	Epithelial
905	PT126_P3_E04_S52	epithelial	Epithelial
906	PT126_P3_E05_S53	stroma	Stroma
907	PT126_P3_E06_S54	epithelial	Epithelial
908	PT126_P3_E08_S56	epithelial	Epithelial
909	PT126_P3_E09_S57	epithelial	Epithelial
910	PT126_P3_E12_S60	epithelial	Epithelial
911	PT126_P3_F01_S61	epithelial	Epithelial
912	PT126_P3_F02_S62	epithelial	Epithelial
913	PT126_P3_F03_S63	epithelial	Epithelial
914	PT126_P3_F04_S64	epithelial	Epithelial
915	PT126_P3_F05_S65	epithelial	Epithelial
916	PT126_P3_F06_S66	epithelial	Epithelial
917	PT126_P3_F07_S67	epithelial	Epithelial
918	PT126_P3_F08_S68	epithelial	Epithelial
919	PT126_P3_F09_S69	epithelial	Epithelial
920	PT126_P3_F10_S70	epithelial	Epithelial
921	PT126_P3_F11_S71	stroma	Stroma
922	PT126_P3_F12_S72	epithelial	Epithelial
923	PT126_P3_G01_S73	epithelial	Epithelial
924	PT126_P3_G02_S74	epithelial	Epithelial
925	PT126_P3_G03_S75	epithelial	Epithelial
926	PT126_P3_G04_S76	epithelial	Epithelial
927	PT126_P3_G06_S78	epithelial	Epithelial
928	PT126_P3_G07_S79	epithelial	Epithelial
929	PT126_P3_G08_S80	epithelial	Epithelial
930	PT126_P3_G09_S81	endothelial	Endothelial
931	PT126_P3_G10_S82	epithelial	Epithelial
932	PT126_P3_G11_S83	epithelial	Epithelial
933	PT126_P3_G12_S84	epithelial	Epithelial
934	PT126_P3_H01_S85	epithelial	Epithelial
935	PT126_P3_H02_S86	epithelial	Epithelial
936	PT126_P3_H03_S87	epithelial	Epithelial
937	PT126_P3_H04_S88	epithelial	Epithelial
938	PT126_P3_H05_S89	epithelial	Epithelial
939	PT126_P3_H06_S90	epithelial	Epithelial
940	PT126_P3_H07_S91	epithelial	Epithelial
941	PT126_P3_H08_S92	epithelial	Epithelial
942	PT126_P3_H09_S93	stroma	Stroma
943	PT126_P3_H10_S94	epithelial	Epithelial
944	PT126_P3_H11_S95	epithelial	Epithelial
945	PT126_P3_H12_S96	epithelial	Epithelial
946	PT039_P121_A01_S289	stroma	Stroma
947	PT039_P121_A02_S290	epithelial	Epithelial
948	PT039_P121_A03_S291	epithelial	Epithelial
949	PT039_P121_A04_S292	epithelial	Epithelial
950	PT039_P121_A05_S293	epithelial	Epithelial
951	PT039_P121_A06_S294	epithelial	Epithelial
952	PT039_P121_A07_S295	epithelial	Epithelial
953	PT039_P121_A08_S296	epithelial	Epithelial
954	PT039_P121_A09_S297	epithelial	Epithelial
955	PT039_P121_A10_S298	epithelial	Epithelial
956	PT039_P121_A11_S299	epithelial	Epithelial
957	PT039_P121_A12_S300	epithelial	Epithelial
958	PT039_P121_B01_S301	epithelial	Epithelial
959	PT039_P121_B02_S302	epithelial	Epithelial
960	PT039_P121_B03_S303	epithelial	Epithelial
961	PT039_P121_B04_S304	epithelial	Epithelial
962	PT039_P121_B05_S305	epithelial	Epithelial
963	PT039_P121_B06_S306	epithelial	Epithelial
964	PT039_P121_B07_S307	epithelial	Epithelial
965	PT039_P121_B08_S308	epithelial	Epithelial
966	PT039_P121_B09_S309	epithelial	Epithelial
967	PT039_P121_B10_S310	epithelial	Epithelial
968	PT039_P121_B11_S311	epithelial	Epithelial
969	PT039_P121_B12_S312	epithelial	Epithelial
970	PT039_P121_C01_S313	epithelial	Epithelial
971	PT039_P121_C02_S314	epithelial	Epithelial
972	PT039_P121_C03_S315	epithelial	Epithelial
973	PT039_P121_C04_S316	epithelial	Epithelial
974	PT039_P121_C05_S317	epithelial	Epithelial
975	PT039_P121_C06_S318	epithelial	Epithelial
976	PT039_P121_C08_S320	epithelial	Epithelial
977	PT039_P121_C09_S321	epithelial	Epithelial
978	PT039_P121_C10_S322	epithelial	Epithelial
979	PT039_P121_C11_S323	epithelial	Epithelial
980	PT039_P121_C12_S324	stroma	Stroma
981	PT039_P121_D01_S325	epithelial	Epithelial
982	PT039_P121_D02_S326	epithelial	Epithelial
983	PT039_P121_D03_S327	epithelial	Epithelial
984	PT039_P121_D04_S328	epithelial	Epithelial
985	PT039_P121_D05_S329	epithelial	Epithelial
986	PT039_P121_D07_S331	epithelial	Epithelial
987	PT039_P121_D08_S332	epithelial	Epithelial
988	PT039_P121_D09_S333	epithelial	Epithelial
989	PT039_P121_D10_S334	epithelial	Epithelial
990	PT039_P121_D11_S335	epithelial	Epithelial
991	PT039_P121_D12_S336	epithelial	Epithelial
992	PT039_P121_E01_S337	epithelial	Epithelial
993	PT039_P121_E02_S338	epithelial	Epithelial
994	PT039_P121_E03_S339	epithelial	Epithelial
995	PT039_P121_E04_S340	epithelial	Epithelial
996	PT039_P121_E05_S341	epithelial	Epithelial
997	PT084_P121_E06_S342	epithelial	Epithelial
998	PT084_P121_E09_S345	epithelial	Epithelial
999	PT084_P121_E10_S346	epithelial	Epithelial
1000	PT084_P121_E11_S347	epithelial	Epithelial
1001	PT084_P121_E12_S348	epithelial	Epithelial
1002	PT084_P121_F01_S349	endothelial	Endothelial
1003	PT084_P121_F02_S350	epithelial	Epithelial
1004	PT084_P121_F03_S351	epithelial	Epithelial
1005	PT084_P121_F04_S352	epithelial	Epithelial
1006	PT084_P121_F05_S353	epithelial	Epithelial
1007	PT084_P121_F06_S354	epithelial	Epithelial
1008	PT084_P121_F07_S355	epithelial	Epithelial
1009	PT084_P121_F08_S356	epithelial	Epithelial
1010	PT084_P121_F09_S357	epithelial	Epithelial
1011	PT084_P121_F11_S359	Tcell	Immune
1012	PT084_P121_G01_S361	epithelial	Epithelial
1013	PT084_P121_G02_S362	epithelial	Epithelial
1014	PT084_P121_G04_S364	epithelial	Epithelial
1015	PT084_P121_G05_S365	epithelial	Epithelial
1016	PT084_P121_G06_S366	epithelial	Epithelial
1017	PT084_P121_G08_S368	epithelial	Epithelial
1018	PT084_P121_G11_S371	epithelial	Epithelial
1019	PT084_P121_G12_S372	epithelial	Epithelial
1020	PT084_P121_H01_S373	epithelial	Epithelial
1021	PT084_P121_H02_S374	stroma	Stroma
1022	PT084_P121_H03_S375	epithelial	Epithelial
1023	PT084_P121_H05_S377	stroma	Stroma
1024	PT084_P121_H06_S378	epithelial	Epithelial
1025	PT084_P121_H07_S379	epithelial	Epithelial
1026	PT084_P121_H08_S380	epithelial	Epithelial
1027	PT084_P121_H09_S381	epithelial	Epithelial
1028	PT084_P121_H10_S382	epithelial	Epithelial
1029	PT084_P121_H12_S384	epithelial	Epithelial
1030	PT039_P10_A01_S193	epithelial	Epithelial
1031	PT039_P10_A02_S194	epithelial	Epithelial
1032	PT039_P10_A03_S195	epithelial	Epithelial
1033	PT039_P10_A04_S196	epithelial	Epithelial
1034	PT039_P10_A05_S197	epithelial	Epithelial
1035	PT039_P10_A06_S198	macrophage	Immune
1036	PT039_P10_A07_S199	macrophage	Immune
1037	PT039_P10_A08_S200	epithelial	Epithelial
1038	PT039_P10_A09_S201	epithelial	Epithelial
1039	PT039_P10_A11_S203	macrophage	Immune
1040	PT039_P10_A12_S204	epithelial	Epithelial
1041	PT039_P10_B01_S205	epithelial	Epithelial
1042	PT039_P10_B02_S206	epithelial	Epithelial
1043	PT039_P10_B03_S207	epithelial	Epithelial
1044	PT039_P10_B04_S208	epithelial	Epithelial
1045	PT039_P10_B05_S209	epithelial	Epithelial
1046	PT039_P10_B06_S210	macrophage	Immune
1047	PT039_P10_B07_S211	epithelial	Epithelial
1048	PT039_P10_B08_S212	epithelial	Epithelial
1049	PT039_P10_B09_S213	epithelial	Epithelial
1050	PT039_P10_B10_S214	macrophage	Immune
1051	PT039_P10_B11_S215	epithelial	Epithelial
1052	PT039_P10_B12_S216	epithelial	Epithelial
1053	PT039_P10_C02_S218	endothelial	Endothelial
1054	PT039_P10_C03_S219	epithelial	Epithelial
1055	PT039_P10_C04_S220	epithelial	Epithelial
1056	PT039_P10_C05_S221	epithelial	Epithelial
1057	PT039_P10_C06_S222	epithelial	Epithelial
1058	PT039_P10_C08_S224	macrophage	Immune
1059	PT039_P10_C09_S225	epithelial	Epithelial
1060	PT039_P10_C10_S226	epithelial	Epithelial
1061	PT039_P10_C11_S227	macrophage	Immune
1062	PT039_P10_C12_S228	epithelial	Epithelial
1063	PT039_P10_D01_S229	epithelial	Epithelial
1064	PT039_P10_D03_S231	epithelial	Epithelial
1065	PT039_P10_D04_S232	epithelial	Epithelial
1066	PT039_P10_D05_S233	macrophage	Immune
1067	PT039_P10_D06_S234	stroma	Stroma
1068	PT039_P10_D08_S236	macrophage	Immune
1069	PT039_P10_D09_S237	epithelial	Epithelial
1070	PT039_P10_D10_S238	epithelial	Epithelial
1071	PT039_P10_D11_S239	epithelial	Epithelial
1072	PT039_P10_D12_S240	epithelial	Epithelial
1073	PT039_P10_E01_S241	epithelial	Epithelial
1074	PT039_P10_E02_S242	macrophage	Immune
1075	PT039_P10_E03_S243	macrophage	Immune
1076	PT039_P10_E04_S244	epithelial	Epithelial
1077	PT039_P10_E06_S246	macrophage	Immune
1078	PT039_P10_E07_S247	epithelial	Epithelial
1079	PT039_P10_E08_S248	epithelial	Epithelial
1080	PT039_P10_E09_S249	epithelial	Epithelial
1081	PT039_P10_E11_S251	epithelial	Epithelial
1082	PT039_P10_E12_S252	epithelial	Epithelial
1083	PT039_P10_F02_S254	epithelial	Epithelial
1084	PT039_P10_F03_S255	epithelial	Epithelial
1085	PT039_P10_F04_S256	macrophage	Immune
1086	PT039_P10_F05_S257	stroma	Stroma
1087	PT039_P10_F06_S258	stroma	Stroma
1088	PT039_P10_F07_S259	epithelial	Epithelial
1089	PT039_P10_F08_S260	macrophage	Immune
1090	PT039_P10_F09_S261	epithelial	Epithelial
1091	PT039_P10_F11_S263	macrophage	Immune
1092	PT039_P10_F12_S264	macrophage	Immune
1093	PT039_P10_G01_S265	stroma	Stroma
1094	PT039_P10_G02_S266	stroma	Stroma
1095	PT039_P10_G03_S267	epithelial	Epithelial
1096	PT039_P10_G04_S268	macrophage	Immune
1097	PT039_P10_G06_S270	epithelial	Epithelial
1098	PT039_P10_G07_S271	epithelial	Epithelial
1099	PT039_P10_G08_S272	stroma	Stroma
1100	PT039_P10_G09_S273	stroma	Stroma
1101	PT039_P10_G11_S275	epithelial	Epithelial
1102	PT039_P10_H01_S277	stroma	Stroma
1103	PT039_P10_H02_S278	macrophage	Immune
1104	PT039_P10_H03_S279	epithelial	Epithelial
1105	PT039_P10_H04_S280	macrophage	Immune
1106	PT039_P10_H05_S281	epithelial	Epithelial
1107	PT039_P10_H06_S282	stroma	Stroma
1108	PT039_P10_H07_S283	epithelial	Epithelial
1109	PT039_P10_H08_S284	macrophage	Immune
1110	PT039_P10_H09_S285	epithelial	Epithelial
1111	PT039_P10_H11_S287	epithelial	Epithelial
1112	PT039_P10_H12_S288	epithelial	Epithelial
